Cohort,Code,Age,Class,Animal ID,OffspringlgGAV,FamID,,Family ID,IntFamID,offspring count,pond count,larval count,Father ld,Mother ld,Mean Parent Load,Offspringmeanld,Maxld,Minld,Family ID
201604,136,pond,Offspring,136_03_H10G,NA,B2_007,,,,,,,,,,,,,
201604,136,pond,Offspring,136_03_H11G,NA,B2_007,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_A4G,NA,B2_007,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_B2G,NA,B2_007,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_B7G,NA,B2_007,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_C1G,NA,B2_007,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_D3G,NA,B2_007,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_D6G,NA,B2_007,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_E10G,NA,B2_007,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_E1G,NA,B2_007,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_E9G,NA,B2_007,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_G2G,NA,B2_007,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_H5G,NA,B2_007,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_B1G,NA,B2_007,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_E3G,NA,B2_007,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_E5G,NA,B2_007,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_G10G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,2016_04_A4_001,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,2016_04_A4_008,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,2016_04_A4_040,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,2016_04_A4_050,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,2016_04_A4_056,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,2016_04_A4_058,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,2016_04_A4_066,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_A11G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_D5G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_D8G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_E12G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_F1G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_H3G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_H5G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_H6G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_A4G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_B1G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_B3G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_C5G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_F4G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_F7G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_G3G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_B4G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_C5G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_D5G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_D7G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_E7G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_A11G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_B4G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_B9G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_C1G,NA,B2_007,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_E5G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_048,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_082,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_A12G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_A2G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_A3G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_B11G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_C5G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_D6G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_E10G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_E11G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_E12G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_E4G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_F12G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_F7G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_G1G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_A8G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_C5G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_E3G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_E7G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_F3G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_F7G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_G5G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_H3G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_C9G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_F12G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_H8G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_C4G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_D8G,NA,B2_007,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_E6G,NA,B2_007,,,,,,,,,,,,,
201604,243,pond,Offspring,243_036P,NA,B1_021,,,,,,,,,,,,,
201604,243,pond,Offspring,243_09_A11G,NA,B1_021,,,,,,,,,,,,,
201604,243,pond,Offspring,243_09_A1G,NA,B1_021,,,,,,,,,,,,,
201604,243,pond,Offspring,243_09_C1G,NA,B1_021,,,,,,,,,,,,,
201604,243,pond,Offspring,243_09_C6G,NA,B1_021,,,,,,,,,,,,,
201604,243,pond,Offspring,243_09_F5G,NA,B1_021,,,,,,,,,,,,,
201604,243,pond,Offspring,243_093P,NA,B1_021,,,,,,,,,,,,,
201604,243,pond,Offspring,243_13_B7G,NA,B1_021,,,,,,,,,,,,,
201604,243,pond,Offspring,243_13_C7G,NA,B1_021,,,,,,,,,,,,,
201604,243,pond,Offspring,243_15_G4G,NA,B1_021,,,,,,,,,,,,,
201604,244,pond,Offspring,244_06_A7G,NA,B1_021,,,,,,,,,,,,,
201604,244,pond,Offspring,244_13_A11G,NA,B1_021,,,,,,,,,,,,,
201604,244,pond,Offspring,244_13_F8G,NA,B1_021,,,,,,,,,,,,,
201604,244,pond,Offspring,244_14_D11G,NA,B1_021,,,,,,,,,,,,,
201604,244,pond,Offspring,244_14_D2G,NA,B1_021,,,,,,,,,,,,,
201604,244,pond,Offspring,244_14_H10G,NA,B1_021,,,,,,,,,,,,,
201604,244,pond,Offspring,244_140P,NA,B1_021,,,,,,,,,,,,,
201604,244,pond,Offspring,244_16_D3G,NA,B1_021,,,,,,,,,,,,,
201604,244,pond,Offspring,244_16_G2G,NA,B1_021,,,,,,,,,,,,,
201604,244,pond,Offspring,244_16_G5G,NA,B1_021,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_015,NA,B1_021,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_02_D5,NA,B1_021,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_04_G4,NA,B1_021,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_04_H4,NA,B1_021,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_06_F7,NA,B1_021,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_06_H7,NA,B1_021,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_076,NA,B1_021,,,,,,,,,,,,,
201604,C9,larval,Offspring,C9_02_A11,NA,B1_021,,,,,,,,,,,,,
201604,C9,larval,Offspring,C9_02_B4,NA,B1_021,,,,,,,,,,,,,
201604,C9,larval,Offspring,C9_020,NA,B1_021,,,,,,,,,,,,,
201604,C9,larval,Offspring,C9_03_C2,NA,B1_021,,,,,,,,,,,,,
201604,C9,larval,Offspring,C9_03_D10,NA,B1_021,,,,,,,,,,,,,
201604,C9,larval,Offspring,C9_03_D9,NA,B1_021,,,,,,,,,,,,,
201604,C9,larval,Offspring,C9_03_F8,NA,B1_021,,,,,,,,,,,,,
201604,C9,larval,Offspring,C9_03_H8,NA,B1_021,,,,,,,,,,,,,
201604,C9,larval,Offspring,C9_04_D10,NA,B1_021,,,,,,,,,,,,,
201604,C9,larval,Offspring,C9_04_G5,NA,B1_021,,,,,,,,,,,,,
201604,C9,larval,Offspring,C9_04_H11,NA,B1_021,,,,,,,,,,,,,
201604,C9,larval,Offspring,C9_047,NA,B1_021,,,,,,,,,,,,,
201604,C9,larval,Offspring,C9_05_A10,NA,B1_021,,,,,,,,,,,,,
201604,C9,larval,Offspring,C9_05_C6,NA,B1_021,,,,,,,,,,,,,
201604,C9,larval,Offspring,C9_05_D11,NA,B1_021,,,,,,,,,,,,,
201604,C9,larval,Offspring,C9_05_E4,NA,B1_021,,,,,,,,,,,,,
201604,135,pond,Offspring,135_03_E4G,NA,B2_020,,,,,,,,,,,,,
201604,135,pond,Offspring,135_04_E1G,NA,B2_020,,,,,,,,,,,,,
201604,135,pond,Offspring,135_05_D5G,NA,B2_020,,,,,,,,,,,,,
201604,135,pond,Offspring,135_05_F12G,NA,B2_020,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_B10G,NA,B2_020,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_H4G,NA,B2_020,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_A12G,NA,B2_020,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_B5G,NA,B2_020,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_A8G,NA,B2_020,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_H5G,NA,B2_020,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_E1G,NA,B2_020,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_G6G,NA,B2_020,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_G11G,NA,B2_020,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_C7G,NA,B2_020,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_D3G,NA,B2_020,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_E4G,NA,B2_020,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_F9G,NA,B2_020,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_H6G,NA,B2_020,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_A5G,NA,B2_020,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_B8G,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_032,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_038,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_045,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_046,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_059,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_063,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_093,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_B1G,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_D5G,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_G4G,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_H4G,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_A1G,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_C12G,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_C3G,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_F6G,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_H10G,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_A4G,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_B4G,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_B6G,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_E1G,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_F7G,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_A11G,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_A12G,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_B11G,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_B4G,NA,B2_020,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_D4G,NA,B2_020,,,,,,,,,,,,,
201604,243,pond,Offspring,243_006P,NA,B1_023,,,,,,,,,,,,,
201604,243,pond,Offspring,243_025P,NA,B1_023,,,,,,,,,,,,,
201604,243,pond,Offspring,243_031P,NA,B1_023,,,,,,,,,,,,,
201604,243,pond,Offspring,243_040P,NA,B1_023,,,,,,,,,,,,,
201604,243,pond,Offspring,243_060P,NA,B1_023,,,,,,,,,,,,,
201604,243,pond,Offspring,243_09_B8G,NA,B1_023,,,,,,,,,,,,,
201604,243,pond,Offspring,243_09_D10G,NA,B1_023,,,,,,,,,,,,,
201604,243,pond,Offspring,243_09_F4G,NA,B1_023,,,,,,,,,,,,,
201604,243,pond,Offspring,243_09_G5G,NA,B1_023,,,,,,,,,,,,,
201604,243,pond,Offspring,243_11_B10G,NA,B1_023,,,,,,,,,,,,,
201604,243,pond,Offspring,243_13_F7G,NA,B1_023,,,,,,,,,,,,,
201604,243,pond,Offspring,243_15_B7G,NA,B1_023,,,,,,,,,,,,,
201604,243,pond,Offspring,243_15_D1G,NA,B1_023,,,,,,,,,,,,,
201604,243,pond,Offspring,243_15_G3G,NA,B1_023,,,,,,,,,,,,,
201604,244,pond,Offspring,244_09_H7G,NA,B1_023,,,,,,,,,,,,,
201604,244,pond,Offspring,244_13_D8G,NA,B1_023,,,,,,,,,,,,,
201604,244,pond,Offspring,244_13_G7G,NA,B1_023,,,,,,,,,,,,,
201604,244,pond,Offspring,244_14_E8G,NA,B1_023,,,,,,,,,,,,,
201604,244,pond,Offspring,244_14_G7G,NA,B1_023,,,,,,,,,,,,,
201604,244,pond,Offspring,244_16_G4G,NA,B1_023,,,,,,,,,,,,,
201604,244,pond,Offspring,244_178P,NA,B1_023,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_02_H3,NA,B1_023,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_03_B5,NA,B1_023,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_04_A1,NA,B1_023,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_04_A4,NA,B1_023,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_04_A7,NA,B1_023,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_04_G2,NA,B1_023,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_042,NA,B1_023,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_046,NA,B1_023,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_05_D5,NA,B1_023,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_06_A6,NA,B1_023,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_088,NA,B1_023,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_H4G,NA,B2_008,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_A7G,NA,B2_008,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_A9G,NA,B2_008,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_C5G,NA,B2_008,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_E10G,NA,B2_008,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_E8G,NA,B2_008,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_F12G,NA,B2_008,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_G1G,NA,B2_008,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_H6G,NA,B2_008,,,,,,,,,,,,,
201604,135,pond,Offspring,135_02_F7G,NA,B2_021,,,,,,,,,,,,,
201604,135,pond,Offspring,135_03_D7G,NA,B2_021,,,,,,,,,,,,,
201604,135,pond,Offspring,135_03_E7G,NA,B2_021,,,,,,,,,,,,,
201604,135,pond,Offspring,135_04_E8G,NA,B2_021,,,,,,,,,,,,,
201604,135,pond,Offspring,135_04_H4G,NA,B2_021,,,,,,,,,,,,,
201604,135,pond,Offspring,135_05_A3G,NA,B2_021,,,,,,,,,,,,,
201604,135,pond,Offspring,135_05_C1G,NA,B2_021,,,,,,,,,,,,,
201604,135,pond,Offspring,135_05_E2G,NA,B2_021,,,,,,,,,,,,,
201604,135,pond,Offspring,135_05_F2G,NA,B2_021,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_A6G,NA,B2_021,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_B7G,NA,B2_021,,,,,,,,,,,,,
201604,136,pond,Offspring,136_02_D11G,NA,B2_021,,,,,,,,,,,,,
201604,136,pond,Offspring,136_03_G6G,NA,B2_021,,,,,,,,,,,,,
201604,136,pond,Offspring,136_05_C5G,NA,B2_021,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_A4G,NA,B2_021,,,,,,,,,,,,,
201604,136,pond,Offspring,136_07_F10G,NA,B2_021,,,,,,,,,,,,,
201604,A4,larval,Offspring,2016_04_A4_030,NA,B2_021,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_A10G,NA,B2_021,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_A5G,NA,B2_021,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_B10G,NA,B2_021,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_B1G,NA,B2_021,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_B2G,NA,B2_021,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_C3G,NA,B2_021,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate1_F5G,NA,B2_021,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_F10G,NA,B2_021,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate2_H2G,NA,B2_021,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_A3G,NA,B2_021,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_A5G,NA,B2_021,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_E2G,NA,B2_021,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate3_F12G,NA,B2_021,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_B1G,NA,B2_021,,,,,,,,,,,,,
201604,A4,larval,Offspring,A4_Plate4_H11G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_005,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_012,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_026,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_042,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_043,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_056,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_070,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_073,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,2016_04_A5_081,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_B3G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_C10G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_C6G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_G9G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_H2G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_H3G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate1_H5G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_D11G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_D5G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_E2G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_F5G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_F9G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_G11G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_H11G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate2_H4G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_B9G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_C11G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_C12G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_C1G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_C2G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_D7G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_F5G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate3_H9G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_A5G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_E3G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_F11G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_G7G,NA,B2_021,,,,,,,,,,,,,
201604,A5,larval,Offspring,A5_Plate4_H5G,NA,B2_021,,,,,,,,,,,,,
201604,243,pond,Offspring,243_075P,NA,B1_025,,,,,,,,,,,,,
201604,243,pond,Offspring,243_15_A11G,NA,B1_025,,,,,,,,,,,,,
201604,244,pond,Offspring,244_16_D2G,NA,B1_025,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_02_C2,NA,B1_025,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_02_D9,NA,B1_025,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_02_F1,NA,B1_025,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_03_F7,NA,B1_025,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_04_H3,NA,B1_025,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_05_E7,NA,B1_025,,,,,,,,,,,,,
201604,C8,larval,Offspring,C8_06_A7,NA,B1_025,,,,,,,,,,,,,
201604,243,pond,Offspring,243_007P,NA,B1_026,,,,,,,,,,,,,
201604,243,pond,Offspring,243_04_D5G,NA,B1_026,,,,,,,,,,,,,
201604,243,pond,Offspring,243_04_E4G,NA,B1_026,,,,,,,,,,,,,
201604,243,pond,Offspring,243_041P,NA,B1_026,,,,,,,,,,,,,
201604,243,pond,Offspring,243_051P,NA,B1_026,,,,,,,,,,,,,
201604,243,pond,Offspring,243_057P,NA,B1_026,,,,,,,,,,,,,
201604,243,pond,Offspring,243_063P,NA,B1_026,,,,,,,,,,,,,
201604,243,pond,Offspring,243_069P,NA,B1_026,,,,,,,,,,,,,
201604,243,pond,Offspring,243_086P,NA,B1_026,,,,,,,,,,,,,
201604,243,pond,Offspring,243_089P,NA,B1_026,,,,,,,,,,,,,
201604,243,pond,Offspring,243_09_E2G,NA,B1_026,,,,,,,,,,,,,
201604,243,pond,Offspring,243_09_E9G,NA,B1_026,,,,,,,,,,,,,
201604,243,pond,Offspring,243_11_B11G,NA,B1_026,,,,,,,,,,,,,
201604,243,pond,Offspring,243_11_G10G,NA,B1_026,,,,,,,,,,,,,
201604,243,pond,Offspring,243_13_C8G,NA,B1_026,,,,,,,,,,,,,
201604,243,pond,Offspring,243_15_E1G,NA,B1_026,,,,,,,,,,,,,
201604,244,pond,Offspring,244_096P,NA,B1_026,,,,,,,,,,,,,
201604,244,pond,Offspring,244_108P,NA,B1_026,,,,,,,,,,,,,
201604,244,pond,Offspring,244_13_B8G,NA,B1_026,,,,,,,,,,,,,
201604,244,pond,Offspring,244_13_F7G,NA,B1_026,,,,,,,,,,,,,
201604,244,pond,Offspring,244_13_H9G,NA,B1_026,,,,,,,,,,,,,
201604,244,pond,Offspring,244_14_C2G,NA,B1_026,,,,,,,,,,,,,
201604,244,pond,Offspring,244_14_E9G,NA,B1_026,,,,,,,,,,,,,
201604,244,pond,Offspring,244_14_F9G,NA,B1_026,,,,,,,,,,,,,
201604,244,pond,Offspring,244_14_H6G,NA,B1_026,,,,,,,,,,,,,
201604,244,pond,Offspring,244_16_C8G,NA,B1_026,,,,,,,,,,,,,
201604,244,pond,Offspring,244_16_F10G,NA,B1_026,,,,,,,,,,,,,
