Cohort,Pond,Class,Prawn ID,log10GAV,FamilyID,,IntFamID,FamilyID,FamIntID,FatherGAVld,MotherGAVld,Mean Parent Load,Offspringcount,Offspring GAV+ve,Gav+ve(%),Offspring GAV -ve,GAV -ve (%),Offspringmeanld,Maxld,Minld
G1T1701,150,Offspring,G1T1701_150_004_A12_G,nd,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_C9_G,nd,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_F11_G,nd,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_F2_G,nd,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_A6_G,nd,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_C6_G,nd,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_D8_G,nd,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_C8_G,1.09,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_E8_G,1.5,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_E9_G,1.53,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_A8_G,1.72,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_H11_G,1.72,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_H10_G,1.86,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_G5_G,1.92,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_D11_G,1.95,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_F11_G,2.12,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_B6_G,2.13,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_A12_G,2.54,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_B5_G,3.04,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_F9_G,3.24,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_G7_G,3.47,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_D3_G,3.62,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_C1_G,nd,G1T1701_BR_067_GP__G1T1701_BR_037_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_B7_G,nd,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_C5_G,nd,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_H8_G,nd,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_B12_G,nd,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_D10_G,nd,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_E9_G,nd,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_A3_G,nd,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_C6_G,nd,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_E2_G,nd,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_D10_G,nd,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_G7_G,nd,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_F10_G,nd,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_G10_G,0.74,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_A1_G,1.49,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_H1_G,1.75,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_A10_G,2.04,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_C11_G,3.24,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_E3_G,3.55,G1T1701_BR_067_GP__G1T1701_BR_038_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_F5_G,nd,G1T1701_BR_068_P__G1T1701_BR_017_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_G5_G,nd,G1T1701_BR_068_P__G1T1701_BR_017_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_B10_G,nd,G1T1701_BR_068_P__G1T1701_BR_017_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_A11_G,2.33,G1T1701_BR_068_P__G1T1701_BR_017_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_F1_G,2.52,G1T1701_BR_068_P__G1T1701_BR_017_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_E8_G,2.54,G1T1701_BR_068_P__G1T1701_BR_017_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_G2_G,3.41,G1T1701_BR_068_P__G1T1701_BR_017_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_F2_G,4.35,G1T1701_BR_068_P__G1T1701_BR_017_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_B4_G,4.66,G1T1701_BR_068_P__G1T1701_BR_017_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_G10_G,5.09,G1T1701_BR_068_P__G1T1701_BR_017_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_G11_G,5.65,G1T1701_BR_068_P__G1T1701_BR_017_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_E3_G,nd,G1T1701_BR_090_M__G1T1701_BR_022_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_B1_G,nd,G1T1701_BR_090_M__G1T1701_BR_022_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_C7_G,nd,G1T1701_BR_090_M__G1T1701_BR_022_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_F10_G,nd,G1T1701_BR_090_M__G1T1701_BR_022_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_C5_G,1.57,G1T1701_BR_090_M__G1T1701_BR_022_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_G9_G,1.71,G1T1701_BR_090_M__G1T1701_BR_022_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_H8_G,nd,G1T1701_BR_103_MP__G1T1701_BR_012_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_A7_G,nd,G1T1701_BR_103_MP__G1T1701_BR_012_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_E6_G,0.82,G1T1701_BR_103_MP__G1T1701_BR_012_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_B2_G,0.91,G1T1701_BR_103_MP__G1T1701_BR_012_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_C7_G,2.02,G1T1701_BR_103_MP__G1T1701_BR_012_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_H6_G,2.96,G1T1701_BR_103_MP__G1T1701_BR_012_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_G5_G,4.51,G1T1701_BR_103_MP__G1T1701_BR_012_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_G6_G,5.49,G1T1701_BR_103_MP__G1T1701_BR_012_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_B12_G,nd,G1T1701_BR_103_MP__G1T1701_BR_014_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_E4_G,nd,G1T1701_BR_103_MP__G1T1701_BR_014_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_C8_G,1.03,G1T1701_BR_103_MP__G1T1701_BR_014_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_A9_G,1.17,G1T1701_BR_103_MP__G1T1701_BR_014_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_C7_G,3.52,G1T1701_BR_103_MP__G1T1701_BR_014_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_D1_G,3.77,G1T1701_BR_103_MP__G1T1701_BR_014_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_B1_G,nd,G1T1701_BR_112_MP__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_D3_G,nd,G1T1701_BR_112_MP__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_A5_G,nd,G1T1701_BR_112_MP__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_F6_G,nd,G1T1701_BR_112_MP__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_F9_G,nd,G1T1701_BR_112_MP__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_F7_G,nd,G1T1701_BR_112_MP__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_B2_G,nd,G1T1701_BR_112_MP__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_B5_G,1.14,G1T1701_BR_112_MP__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_F2_G,1.56,G1T1701_BR_112_MP__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_A2_G,1.56,G1T1701_BR_112_MP__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_D7_G,1.59,G1T1701_BR_112_MP__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_A12_G,1.73,G1T1701_BR_112_MP__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_H7_G,2.28,G1T1701_BR_112_MP__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_H10_G,2.35,G1T1701_BR_112_MP__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_B9_G,3.72,G1T1701_BR_112_MP__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_F2_G,5.24,G1T1701_BR_112_MP__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_E10_G,5.65,G1T1701_BR_112_MP__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_A6_G,10.48,G1T1701_BR_112_MP__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_F12_G,nd,G1T1701_BR_112_MP__G1T1701_BR_002_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_F9_G,nd,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_C1_G,nd,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_C8_G,nd,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_D9_G,nd,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_D1_G,nd,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_D4_G,nd,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_E11_G,nd,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_F4_G,nd,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_A1_G,nd,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_E9_G,nd,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_H9_G,nd,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_B8_G,nd,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_D1_G,nd,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_E11_G,nd,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_H11_G,nd,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_H6_G,1.15,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_F8_G,1.41,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_A6_G,1.72,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_E7_G,1.95,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_G11_G,2.1,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_E6_G,2.45,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_B8_G,2.62,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_C7_G,2.95,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_D3_G,3.02,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_E6_G,3.11,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_D7_G,4.27,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_G3_G,4.54,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_G5_G,5.19,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_C3_G,6,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_B5_G,nd,G1T1701_BR_113_MP__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_C3_G,nd,G1T1701_BR_119_MP__G1T1701_BR_015_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_H6_G,nd,G1T1701_BR_119_MP__G1T1701_BR_015_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_A2_G,nd,G1T1701_BR_119_MP__G1T1701_BR_015_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_E7_G,nd,G1T1701_BR_119_MP__G1T1701_BR_015_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_F7_G,nd,G1T1701_BR_119_MP__G1T1701_BR_015_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_B1_G,nd,G1T1701_BR_119_MP__G1T1701_BR_015_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_H2_G,nd,G1T1701_BR_119_MP__G1T1701_BR_015_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_B3_G,1.4,G1T1701_BR_119_MP__G1T1701_BR_015_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_F12_G,1.68,G1T1701_BR_119_MP__G1T1701_BR_015_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_D11_G,2.17,G1T1701_BR_119_MP__G1T1701_BR_015_P,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_C4_G,2.64,G1T1701_BR_119_MP__G1T1701_BR_015_P,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_D3_G,nd,G1T1701_BR_119_MP__G1T1701_BR_015_P,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_A2_G,nd,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_C8_G,nd,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_D11_G,nd,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_E10_G,nd,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_A1_G,nd,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_E11_G,nd,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_F8_G,nd,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_H4_G,nd,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_003_H2_G,nd,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_C4_G,nd,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_E5_G,nd,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_D12_G,nd,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_F5_G,nd,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_E9_G,nd,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_F3_G,nd,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_D10_G,1.04,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_A5_G,1.49,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_H1_G,1.88,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_001_C10_G,2.13,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_002_A4_G,3.53,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_B11_G,3.72,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_C7_G,3.77,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_E4_G,3.79,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_D1_G,3.98,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_005_B1_G,4.34,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_D7_G,4.52,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_H7_G,4.65,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_B7_G,4.9,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_B10_G,5.13,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_004_D2_G,5.15,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_F1_G,5.34,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_A11_G,5.63,G1T1701_BR_119_MP__G1T1701_BR_324_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_H5_G,nd,G1T1701_BR_123_MP__G1T1701_BR_251_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_C2_G,nd,G1T1701_BR_123_MP__G1T1701_BR_251_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_005_H4_G,nd,G1T1701_BR_123_MP__G1T1701_BR_251_MP,,,,,,,,,,,,,,,
G1T1701,156,Offspring,G1T1701_156_001_D11_G,nd,G1T1701_BR_123_MP__G1T1701_BR_251_MP,,,,,,,,,,,,,,,
G1T1701,150,Offspring,G1T1701_150_004_A6_G,3.32,G1T1701_BR_123_MP__G1T1701_BR_251_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_A5_G,nd,G1T1701_BR_123_MP__G1T1701_BR_251_MP,,,,,,,,,,,,,,,
G1T1701,155,Offspring,G1T1701_155_001_F10_G,nd,G1T1701_BR_123_MP__G1T1701_BR_251_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_A7_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_B11_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_C4_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_C7_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_C9_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_F6_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_001_G1_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_A2_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_B2_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_B4_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_E12_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_F8_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_G3_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_002_H5_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
G1T1701,149,Offspring,G1T1701_149_003_A9_G,nd,G1T1701_BR_131_M__G1T1701_BR_262_MP,,,,,,,,,,,,,,,
